id,comment
Ugx2PDo02yMKPdNCtHR4AaABAg,"That deep voice goddamn!!!
Plus that art style is SICK AF 
1:51 PURE CHAOSSSSS ❤"
UgxJyf3sfukaVVF3IId4AaABAg,ベーちゃんの表現力の幅に惚れ惚れしますね…！
Ugyt6_QF-4OLwMOZRvV4AaABAg,I think I like this like a lot more than the original idk why
UgxWSE7XUS2dF4u-CLV4AaABAg,Interesting how Bae's Australian accent  completely vanishes when she's singing in Japanese.
Ugzc-fl4xYA5U1Av9Sx4AaABAg,
UgzzeZxFURKfy3PLUNB4AaABAg,can we all agree that punk bae hit's different?
Ugy4mepfNk4MIYtw7Np4AaABAg,👌👌👌👍👍👍👏👏👏
Ugzjrv0dsSt-i557ePZ4AaABAg,Chaos!
UgxlaJejKqWxT9w5SOp4AaABAg,"Bae’s deep voice makes her feel more human to me for some reason
But it very alluring!"
UgxSY5bur_lkAFXyMH94AaABAg,catJAM
UgxXBGJEHkWOfm165NB4AaABAg,bae is really chaos
Ugz6bPlK-rtpujV-WFx4AaABAg,"Thank you for branching off into skavencore, yes-yes!"
UgxuzEcaHsOY8yu_nRt4AaABAg,I know this is a cover but I need this on spotify
Ugxn2s-myUOeUZeANH14AaABAg,HOLYYYYYY Bae's deep voice 😳 Yo she's so cool
UgzHTY1zr4QJxkE-o6B4AaABAg,"DEEP VOICE BAE TSKRRRR
that rap was so fuckin fire i felt like she took notes from calli, and ayo those laughs at the end???"
Ugyd0sIWCoHlR9Zutvp4AaABAg,MVがかっこよすぎて惚れた
UgyDzF10BYYpwuAdhIB4AaABAg,🎵🎶😆❤️😆🎶🎵😍😍😍❤️👏❤️👏
UgxiUMAMEIWeZKeLdjx4AaABAg,BAE SLAYYYY 🔥🔥🫶
UgzaSSHqi35SDcd4vm54AaABAg,"Thanks, Bae. Now I have another song stuck in my head!"
UgwXOw_rT9Ym7R553vp4AaABAg,"B  I  T  E  S
D  A
D  U  S  T  O"
UgwXOw_rT9Ym7R553vp4AaABAg.9hWDL-9Yj399hWFNOpqW_Z,@Magnustopheles ZA HANDO: ZA WARUDO!
UgwXOw_rT9Ym7R553vp4AaABAg.9hWDL-9Yj399hWEnITHXyR,KING CRIMSON
Ugye4IJTWn6HTeeBrW54AaABAg,Her memories are broken like barriers and the truth that lies was unspoken
Ugw7luBeqFDDm0XhM7F4AaABAg,wow
UgwJ_Fn35sUekv7flVB4AaABAg,"As a non-regular, I love ¿?shimon, so thank you for singing this song bae! I’ll put this on replay"
Ugz2mxhJDVnV9Lt5kyd4AaABAg,Baes true form has been unleashed
UgyK4t_jf2z11MN0RQR4AaABAg,"So chaos, insanity, and feels like a villain vibe of this song.... nice."
UgwHPWhKRV83lKoLf894AaABAg,"DAMNNN THIS IS FIRE 🔥🔥🔥, the art, the low tone, everything is damn good 💯💯"
UgwaHiL50BOJo27-6sZ4AaABAg,"Another banger by Bae, your voice is really amazing and the range you can go to. We are truly spoiled. Thanks Bae "
Ugxzt0mzJn2vcSseVMJ4AaABAg,BROOOO THIS GOES SO HARD😭
Ugyx5_Dqw-x4Xd65WCt4AaABAg,Deep bae voice on full display here.
Ugwdy-v0Vp69mraszXB4AaABAg,"Her voice just hits diff
And then you get k.o'd by her talent"
Ugwc0F3bs9_q-kAY7cN4AaABAg,"I'm gonna bet she was jumpscared by her own MV.

Love ya, Bae~<3"
UgxCr91QnoLIC08zvc94AaABAg,Another banger.
UgwXZRna8cGLY1SWCDd4AaABAg,This is Bae? For real?!
UgxTI7aHg1-NkiDlUaJ4AaABAg,This is 🥶
UgwSingnW-pizTtkAdN4AaABAg,OMG ESTE COVER ES UNA MARAVILLA ♥♥♥♥♥♥♥
UgwuXcXXh5DcPVEdECd4AaABAg,"This still makes you cute !!

Also that beat is sick."
Ugz7boBRyw-9yWgaMc94AaABAg,She is Chaos God.
Ugy3YVOzPWav-JNPgTd4AaABAg,LORE ACCURATE BAE!!!  LORE ACCURATE BAE!!!  LORE ACCURATE BAE!!!
UgyUT3YjPBUQOWytVKh4AaABAg,Bae deep voice giving me mommy vibes...something i thought i would never get from the rat.
UgwLVRq5DiUeqy-0i1Z4AaABAg,Mom pick me up Im scared
UgyeshedIlGVfG_eLux4AaABAg,Damn. Someone took quite a bite out of her ear.
UgzzQ0q6vLV15ReWeLJ4AaABAg,"why do i get a feeling of ""HURRY HURRY HURRY"" vibe. incase you don't know it's from Hellsing.
oh and GOKAKU! 👍👍"
UgyXTbhjJAhyDI9BJbJ4AaABAg,Daym 🔥 🔥 🔥
UgzRtBrlTQhrMYbOViB4AaABAg,... WHY AM I SO DOWN BAD?!?!?!?
Ugx0CSr9ycOgOhpX8xl4AaABAg,Bae with the Range. Cool cover. Cool jacket & demon eyes
UgwFNj1rJ896HbZHPuV4AaABAg,"The fact that this cover is only 2 minutes long is a criminal, really wish to hear Bae in a deep voice more. Good song Bae!❤️🎉"
UgzPpvwb76n6IMJyRTJ4AaABAg,Mommyyyyyyyy
UgwvXWFDNKo29Xj9lsV4AaABAg,"Not the Strange I expected, but still very cool! Great performance, Bae! Your voice is awesome."
Ugx2tnXgdZdH46eOMI14AaABAg,"I'm speechless, I'm so very much in awe! What gorgeous range!"
Ugz4BGV8LAUsijkj_hR4AaABAg,"Gotdamn Bae, WTF. I feel like you have amazing dance choreography for this."
UgwhgVkk8LyIZM1I7VR4AaABAg,"Ravenous, destructive, enthralling. PRAISE BE, THE HOLY ONE ECHOS HER SWEET, DEVINE VOICE OF CARNAGE WITH EVERY WORD! MAY ALL WHO WORSHIP CHAOS REJOICE!!"
Ugzcs2STYnuPNW846zl4AaABAg,This makes me want a BaexTowa song callab even more. Well sung Bae.
UgztHIG4JvobETYOJ3h4AaABAg,Your deep voice like risu
UgxA-NzKv5cyKlFLkJR4AaABAg,mom why the mouse are laughing?@
Ugxndg9pMvQ3FNUIvyR4AaABAg,Bae's Teef hehe
Ugyk6JSmCvC_x6q4iy94AaABAg,"My God, Bae is really suitable for this kind of cool bass songs! The laughter at the end gives me goose bumps!I really like Bae's cover singing! I've started looping."
Ugy__xdeRvVl2IWqpbp4AaABAg,…bro I think someone threw Bae into the warp or something. Song rocks but I am terrified of her going full Chaotic Evil on us when she finally breaks containment.
UgzFXBzBgpEeK1J7C_N4AaABAg,👍Nice!
UgxQNeeF3Xq3LnJDpiF4AaABAg,This is truly amazing
UgzohEMkFH8Tb_o19AV4AaABAg,"I can't help but think of Bae leaning over a microphone trying to put on her best ""sexy voice"". It's too funny"
UgxFRaoxsAbLz1YlOM14AaABAg,Need moar deep Bae
Ugzu-1nV6xhqHtsFNsl4AaABAg,Bae's deep sing voice plus the whispery harmony plus the rap plus that absolutely nuts ending!??! Just straight fire 🔥🔥🔥
UgyAihfAx8CB68LjRbN4AaABAg,I feel like I've been transported back to 2014 when Tokyo Ghoul first came out and dropped that sick edgy ass intro
UgyQ-nPuCm_ET7q4RH14AaABAg,ベーちゃんカッコいい
Ugy-UbO8JY3cOlw5ZWN4AaABAg,"Those teeth would be scary, especially with Bae's deep voice, if I didn't know she was a sweetheart and a chicken deep down. <3"
Ugyc7QZeRzSjFDeew7B4AaABAg,ハコ太郎の可愛かったり、美しい声も大好きだけど、この超かっこいい歌声も大好きです！！！
UgxSt2j2Ailw8a4GKmF4AaABAg,Bae kowai
Ugztre1kr8fokXPebhp4AaABAg,"땃쥐눈나..!!
Rat nuna...!!"
Ugz1XjZx0ntoLRcQqVV4AaABAg,This cover was absolutely AMAZING 
UgzhDx-mNNZ6dfeI6Yh4AaABAg,Chaos...
UgzT0sX4ARy84yUM1ql4AaABAg,ほんとにENってこと忘れるレベルで日本語うますぎる.....
UgzT0sX4ARy84yUM1ql4AaABAg.9hW83zj5b_49hWmjEDevej,分かる
UgzKPEZh_itcV64vL7p4AaABAg,"Whenever she sings the part ""urusai na.."" I get brain tingles. Girl has some damn good control over her vocals. Fantastic work here Bae."
Ugw8muIUkObbNx1yIah4AaABAg,"<.< not to sound ungrateful...
are en vtubers not allowed to perform English songs?
is it a preference on their part or is that cover's decision?"
Ugw8muIUkObbNx1yIah4AaABAg.9hW80KkGkT19hXFA5RUpW9,"things mainly 1st they work for a japanese company under Japanese copyright law so it tends to be easier to get Japanese  songs, 2nd preference can be a big thing especially as we are still early on in the generations as most talents were fans beforehand leading to an appreciation of alot of Japanese songs"
Ugxi-iXhcViqGpKtm2N4AaABAg,"Love the song and visuals. So fitting as well for Chaos that the English subtitles are in Japanese.
Edit - The subtitles have been fixed. Still love the song the next day."
UgzrAJCYY27dKA_OL4V4AaABAg,"Bae afraid of horror, releases a horror banger"
UgzufSIlyAexCHB_JYZ4AaABAg,That was 2 minutes… we live in a society where music is as long as a ringtone! Give me my 8 minutes of music!!!
UgyATiH0oglSIJ354TJ4AaABAg,OMG I LOOOOVE THIS! The beat and the energy of that vocals is really captivating 😍🥵
UgwlESHim-_PJe3n4ox4AaABAg,"wooooooooo. 

Damn."
Ugw-zVx7CHY-an4mm_p4AaABAg,I have no idea what she’s saying but bæ looks mentally challenged (insane)
Ugwsul9HXo8VgmaTOBV4AaABAg,That was cool.
Ugx0mB8MCbWFUsGQve94AaABAg,I see Bae went full chaos mode for this. I like it.
UgxWTujvUhrLcnCajc54AaABAg,"Remember, no matter how dominant she look in this MV, she still a shorty"
Ugx5RvYj_EbpoXJVwNZ4AaABAg,"Having sweet nightmares from this
I'm die. Thank you forevah"
Ugxd8MDsNs3u1QglnUF4AaABAg,Bae/Lui fucked up mv collab when
Ugzkxe04Nu5JEw7tMoF4AaABAg,Ok immediately added this banger to my playlist. Amazing cover Bae!
UgyIqMRV4QlMOAB5TI94AaABAg,👍
UgyWR7BRGS4dTJmBLAx4AaABAg,Finally she stays true to her lore
UgwYFp_Trde7HZ9aqmF4AaABAg,Please upload youtube music!!!!
Ugxu_In0rdfDze5fYSJ4AaABAg,Bae!
Ugxlp7dsgao8RAjFc5l4AaABAg,日本人かと勘違いするレベルの上手さ
UgxW9ggNW8wHctEnZMN4AaABAg,Ooooooooh lovely music and very spooky thumbnail
UgxAQxy85aOGqREDled4AaABAg,I usually like listening to vocaloid songs just because the sound of the singers ain't for me but man do they make some banger songs
UgwD-PliOp5HH5LcFh14AaABAg,"Complete bangeeeeeer, always shivers with Bae's low vocals "
UgyM-UiOew4BaB0m3-d4AaABAg,Amazing cover bae thanks such an amazing singing voice you have :D
UgwKzFY5_WeWE1krNCV4AaABAg,"This is legit one of my favorite songs, and your cover just became my favorite version of it! Thanks so much Bae!"
UgxoetIGwV6RDQAL_Et4AaABAg,damn this is insane. The production is incredible and the vocals are so good
UgzydsjShq2RCwo806J4AaABAg,Someone tells the editor that the English sub is still the Jp sub
UgwiZS-K5Qh5ORgpK6F4AaABAg,That voice oh mamacita
Ugx_mtnGitC2p2RkHAp4AaABAg,bang
UgyPGTAWEoykD_7J92F4AaABAg,"This is amazing! I love how deep Bae's voice goes here, she has such a broad vocal range. "
Ugxg7SAolxWyzxm_5ml4AaABAg,Another amazing cover 
UgwLIBis0fAae4qnKU54AaABAg,Just in case one needed a reminder that the lowest voice in council is actually Bae.
Ugy0353SBcZ6Vj24eMd4AaABAg,Turn on auto translate....
UgxiCwYLYJK5SDQ5RxZ4AaABAg,Cool Bae!!
Ugx1AoKQmrnISGvXGox4AaABAg,Wow.  Didn't expect how good this would be.  Great job
Ugx6qvUZ8tpDQ16xusB4AaABAg,she went monke on the very last part
UgzKY2Uu1Mg6u1dvBX54AaABAg,"voz profunda, me encanta !!"
UgxKmyz4MRsKdceBbdN4AaABAg,it's fun🔥❤❤❤👏👏👏
UgwbBuyfWPyXStvNy0d4AaABAg,"I love the way she says ""urusai na""!! Thankyou Bae for blessing us with this cover😭🙏🙏🙏"
UgxdGhIvXDZIn0NXxj54AaABAg,"Wow i expect nothing less from rat, great cover. (Now, what is happening with the CC?)"
UgyfkGIRME5y6TH7Du94AaABAg,Whelp. Guess she took offense to everyone thinking Mumei was true Chaos and released some of her true self.
UgzqKVoRcsP9sGgvu394AaABAg,"Bae just put out another banger of a song, and it's a perfect fit for the season"
Ugz8XL0WOyqmf6GYGYV4AaABAg,a lil but sus
UgyPB_kiOJ9T8ijDRep4AaABAg,This. Is. 🔥. 💥💥💥💥💥💥💥💥💥💥💥💥💥💥
UgzL8rWSOGC_pkFoedh4AaABAg,Time to put this on loop for the next month+
Ugx6YpTJjB84cXfvQF54AaABAg,Well thats strange... how come i can't stop listening to this :]? Guess this is tge power of a banger cover and song :]
UgwYYF6zHXT6QBhOcH94AaABAg,Awesome song Miss Chaotic Rat
Ugzl9RcPs7UbinBEiQd4AaABAg,this is the bae that can handle horror games ?
Ugz4EULzvhdxp8rsjZB4AaABAg,"Overdrive but chaotic Bae version
iz nice"
UgwzCQ89mbJQorcU8Hp4AaABAg,"Holy this slaps, what a cover"
UgygdfZwtMNlP9G6Gv54AaABAg,balls been putting out some bangers recently bless
UgxgFmTaBLghvBRo3yF4AaABAg,Epic song
UgxzifctXHafJfvdKj54AaABAg,"Subtitles: English
3 words of English Subtitles :(
Good song though"
UgxvfH78Q6yVWm5SH2N4AaABAg,This song truly proves how wide bae's vocal range is. From this song to the tea kettle laughs there's like 100 keys in between. Well done bae!
UgzHRQcBptV7LpSryv94AaABAg,the English subtitles are Japanese ;-;
Ugwf2k3S9lH9Jy76Ojp4AaABAg,Chaos in her truest form....and that deep voice 😳
Ugy5q8VGfX6QE_7GKxd4AaABAg,"If possible, the CC for English is in Japanese."
Ugzb8BM1rrYuuiiGip94AaABAg,와! 혼돈의 땃쥐!
UgwrUdl6v83KHEa2Df54AaABAg,Bae is her own multiverse. And I'm HERE FOR IT.
UgzD6rbzSGJbDMBkxB94AaABAg,Mommy?
Ugy1SRfo3Hsd0FJep7R4AaABAg,Super fuckin' sick
UgyaqjDK-8DZ4a0HhhB4AaABAg,scary hakotaro
Ugyep9MO2IjvmEWNki14AaABAg,based
UgzEAjTLpAZNFdWNx114AaABAg,Bae Lore Accurate momment
UgxZ4QEsxp0q8dRNcWx4AaABAg,*CHAOS*
UgzK0ay6QsPy5KIksgp4AaABAg,🥶🥶🥶🥶🥶😱😱😱😱😱😱💀💀💀💀💀
UgzA6FA7OWkDDgznOoJ4AaABAg,Bae when: PLAGUE TIME!
UgxoWqLCDBQS0mGDGuR4AaABAg,I didn't know bae could rap amazingly in especially in japanese
UgxoWqLCDBQS0mGDGuR4AaABAg.9hW4xxTZI1c9hW91Kc1juP,"Ever heard Bae's original, ""Play Dice""?"
UgxMipaGuJlxkumELC14AaABAg,bae bae
Ugz0wJYcMv22AGNor9Z4AaABAg,めっちゃかっこよかった😭😭神過ぎな曲歌ってくれてありがとう！いっぱい聴きます！一日ループじゃん
Ugzywbc5AWMKmNic_Cp4AaABAg,God damn bae deep voice is too dangerous😳
UgwWTJdj25B93YDiBQd4AaABAg,Five Nights At Baelz!
UgzPUfFvXtHQRBbJF5h4AaABAg,"This goes hard, def putting it on 100% in my car ❤ 🐀"
UgyQt9vuQHgMEKqslfJ4AaABAg,ダークなネズミだで！
UgzCiVyRqz7PW18D5fF4AaABAg,Bae is even more sexy in this form
Ugxgk0H5TjldROyN28J4AaABAg,🙏🐀❤️
UgxOTpKLiOHzykNeARF4AaABAg,"What a strange cover~

Hehe"
Ugw495u-3fX1BweUfN94AaABAg,Bae.... this voice. Incredible. The craziness of the song is awesome as well.
Ugz8CbhvpYRuIEQYXZZ4AaABAg,IRYS:OMG
UgyZATdhuL2kFlDs9v54AaABAg,🔥🔥🔥🔥🔥
UgyILtTYf9qIlqkOixl4AaABAg,"the cover is so good but the ""うるさいな"" is so fucking hotttt😭❤️"
UgxhRMRVLas0ljgc2oh4AaABAg,"Man, this is a banger 
Love your own twist with it, it's an excellent cover! 
From the vocals to the MV, everything was well-done! Loved it!"
UgxG2_nzdhlXfcn12sR4AaABAg,"Dang this was Awesome another insta-banger if you ask me, love the deep voice and theme!! "
Ugz0YokXz1AJh0Q_w_F4AaABAg,"Perfect banger for the spoopy season
Big props to the people who worked on the MV - every detail of the audio and visuals were SO enticingly ominous"
UgzReqZ5X4b5TjJMzLB4AaABAg,Amazing work Bae
UgxY2ITl6QR2EXnoNot4AaABAg,ISSA BANGER!
UgyNTOFWHIwDkiMdNHF4AaABAg,"this is great, sends chills down my spine"
UgwXAvI_Q0CbtwcaUHl4AaABAg,"wtf, actually good"
UgzhhzQJJtFvYLvcXFZ4AaABAg,I'm in love with Bae's deep voice.
Ugyb-7s1niHYaQuIa_p4AaABAg,* ` ω ` * ) //
UgxAlIux0sFpz745TOB4AaABAg,"oh my god i can hardly tell it's bae, your low voice is AWESOME"
Ugw5_nHf5EihZxgyhsp4AaABAg,another level of Baelz
Ugwt8Rgam0g97lnVQwF4AaABAg,"いいね！ 
Fantastic cover Bae! 🔥😍👏"
UgwkVbSvzxxkJLDEBPh4AaABAg,little bae grew up so fast
UgzcYbMEgrfFHRjymHB4AaABAg,べーちゃんの歌マジで好き
UgxYKokehUhlwuCyAJR4AaABAg,It's so amazing🔥
UgxmADUjiqZFsYLtJlB4AaABAg,"Tbh this was highly disappointed …. Just saying what others won’t … yes I watch her streams , very good attempt tho. Maybe less bass more actual lyrics… you know that make sense"
Ugym0K7CSzeTPRH2BPd4AaABAg,"the voiceee maaan wow never ceases to amaze mee ❤

thank you for amazing cover bae 
good job ‼️"
UgwiWnh-vW40kqPcnJF4AaABAg,CUTE RAT
Ugw_gwIzoLGQyg0spnt4AaABAg,THE RANGE OF THIS RAT 😩😫
UgzT00q_1-5-_FHihul4AaABAg,"Efectivamente, esto es cine 🚬🚬"
Ugztei_Airr5IyxqwtV4AaABAg,Wow.
Ugx-FVKO6AH6-K56xBR4AaABAg,Music to my ears❤️
UgyjxVHAEg8OZJaNq-p4AaABAg,:0
UgwSmWCNIAOYlZxnFdZ4AaABAg,NGL felt shivers during the last seconds with all the laughing and distorted music.
UgzIahnFlQ2xEdEjvFh4AaABAg,This was amazing thank you and I love your deep voice absolutely fire! 🔥
Ugwi8nHMgzJSPhVcfSN4AaABAg,"No esperaba que alguien de hololive hiciera un cover de esta canción...



NICE!!!"
UgxJZzsKrnUw0kVKR3V4AaABAg,Nothing strange here just Bae in her base form blessing my ears
UgwLNPjZwkHjKmW9YcV4AaABAg,"This song easily an earworm, love it!"
UgxZ_4G0LUc-AGUzj8B4AaABAg,聞くたびにめちゃドキドキしちゃう
UgwhyjuUq8dlWdFA2l14AaABAg,"Absolutely amazing, love deep voice bae as I belive everyone does, and deep voice Japanese bae aswell. Really well done, we all love our chaotic rat"
UgzpQ8m8W-yg7xHL6794AaABAg,"Woah Bae, just W O A H"
UgwGw-6iW214YEd4VSV4AaABAg,Chaotic
UgzV35WXRJxnLTAwOeN4AaABAg,"Well, time to put this on loop for hours while absolutely blasting my ears because it's just that good."
UgxRu0f2k4_rjgo6Dgp4AaABAg,ANOTHER CERTIFIED BANGER ❤❤
Ugw84JiD1PjvNWg4w7V4AaABAg,ベーちゃんの「うるさいな」の時の声カッコよすぎ!!日本語も本当に上手でビックリした！
UgwONe5qjEi83tgLsu54AaABAg,I love this song <3
UgwxsxgYovGu8qgSr894AaABAg,Amo la voz de Bae
UgzQO7VIrTawpVgrz2F4AaABAg,🔥
UgyufQfc_KWl2zQSyFV4AaABAg,"ara ara voice, nice"
UgwBd6ilXwlpwzFafCN4AaABAg,This is making me feel things I never thought I have
UgwQ5sBqmDWqLfqSjxt4AaABAg,Goddamn that was amazing I NEED MORE 
Ugw-1rNfh24z8Xgpbvp4AaABAg,I DIED  POGGERS
Ugyx1pfYisxQNj_t6wp4AaABAg,yes
UgzkT3PLCuWI2D-ERLF4AaABAg,God voice
UgxI8NSFenW5Jl9XCst4AaABAg,Bae burn this world just using this cover.
UgztbMs4vwRNWi6tQMZ4AaABAg,かっこいいBae!
UgzXWIR9-bYgY2cXhpd4AaABAg,"Nice cover. well done.

There is an error with the english subtitles. They are the same as the japanese subtitles."
Ugyh8B-7TGnGQ9l3NPJ4AaABAg,Bae using her deep voice is like Rock Lee taking off his training weights. Great work!
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hYHwjswp0H,@Akaryusan it would be amazing
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hYGulANl0E,@Grego Val i pray someone in hololive covers some of their songs
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hYB4vzSalm,"It's honestly a cheat code, it's so good."
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hXL5YEcIVk,You should hear some arrangement of stacks or 暁records (Akatsuki records)
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hX0dCrIrqb,Bruh
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hWNrWcQ8la,Perfectly phrased.
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hWC_tkWQvY,"More like Madara obliterating everyone on the 4th war after his resurrection, but I agree with the Lee reference too."
Ugyh8B-7TGnGQ9l3NPJ4AaABAg.9hW3OpzTYGn9hW7TmbNCvc,Could honestly use this as the OST in the background of him speed blitzing around Gara and it would still fit
Ugy4Cibp7NQTrOYDtCF4AaABAg,"Oh yeah, I forgot we are in October."
UgysNRZXrzlXhUWBnpp4AaABAg,"She looks like something out of the mind of Alice Cooper… I love it. Thank you, Bae for this amazing cover. "
Ugwi0FbhjEfXeepcg314AaABAg,"Description says 'she's just a little bit strange...'
But I see nothing strange here, just a banger.
❤‍🔥"
UgwVX2QpdR9Ax24q19l4AaABAg,So the english subs seem to be Japanese for some reason.
UgxSd5xq-osazEXTAg54AaABAg,"Bae's vocal performance is terrific.  FYI: At the moment, the English subtitles are Japanese subtitles."
UgxSd5xq-osazEXTAg54AaABAg.9hW3ImLebmR9hW4V0Cm1g2,glad to know it's not just me
UgypK9UCdPOwsJodQ7p4AaABAg,I like the dark aesthetic of it all. MV and the song itself. Nice job! 
Ugw6atpWc7OXsaMhv5R4AaABAg,Bae living up to her name.
Ugy-1q9zIykGOMJ6oFN4AaABAg,I don't know what's making me vibe more with this song the fact that we have a very very cool looking chaotic version of Bae or the fact that she's dropping beats along with a very good Japanese sort of tone within the song.  This song is so good in terms of a cover and again I love the imagery of a crazy looking Bae which makes sense because she is the embodiment of chaos.  The song of course definitely fits the mood of it and all and all another fantastic cover Bae!
UgwzMA5HRTyv4gHZdLd4AaABAg,Daaaaaaaaaammmmnnnn baaeeee 😳😳😳😳😳😳😳😳😳😳😳😳😳❤❤❤❤❤❤❤❤
UgxI2o2VUebCAIksYh54AaABAg,"I-- yes, maam. 🔥"
UgyEgy9lfYaN4GeJymB4AaABAg,NAHH THIS IS GOOD BRO
UgwSLZPsTPJ5lXtTSzJ4AaABAg,Hello? Baelz.exe confirmed?
UgwuX1Xn2LvhgqzINEx4AaABAg,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Ugz4GK8jH5ATclHmhqd4AaABAg,"That was seriously amazing. I can never get enough of Bae's voice, and on top of singing incredibly well she captured the song's feeling of derangement perfectly with her delivery. Her performance at the ending along with the masterful editing for the MV gave me chills. This rat is insanely talented and hard working, and I admire her so much for it. She's truly an idol "
UgxqEH93PIfv7ZQfAtJ4AaABAg,"I'm conflicted. On the one hand, I'm absolutely mesmerized by Bae's vocals. On the other hand, ¿?'s production style and the visuals instill equal parts curiosity and fear in me. Which leaves me paralyzed in the space between by this hauntingly good banger, unable to turn away.

Strange."
UgxtYuTZUhBwD6FfOsh4AaABAg,"The aggressive, growling vocals Bae puts into songs such as this are so damn sexy."
Ugz8iQuVIy_FlFm-WeB4AaABAg,"Ara Ara Bae voice is...well as Kiwawa would say, ""Ok but, This is just Divine, Exquisite!!!"""
UgyaJocXozxZRO0YBDV4AaABAg,I hope the class enjoyed the general assembly! I know I did! 
Ugwy4QlkueJN05Bzq2R4AaABAg,"Regardless of how many times Bae showcases just how great her vocal range is, it never ceases to amaze me just how impressive her vocal control really is"
Ugy48p9Tru1WWUPDjaF4AaABAg,Was that laugh at the end Yabairys?
UgyQud9oxuMCLsMi3-l4AaABAg,What is this Korean styled song
UgxeOiBKwPDOBACn5xV4AaABAg,from RAT god to RAP god!
UgzGzJdvt5HcxrxCCrN4AaABAg,"I didn't know this side of you... and...  I t-think I like it,  A LOT"
UgwOwZqfoE07fkYkhgx4AaABAg,Can we just get Horror Bae as an actual outfit please!
UgzwX-o6X4OJjHm84At4AaABAg,Strange!
UgxzEfdXVqwuP2XHwax4AaABAg,"Wow I didn't know this cover was coming out, this was really well done and I love your take on the song and MV!"
UgwN8i2k6oGaYZrtQWh4AaABAg,"nice cover, bae."
Ugx3ugEoDXMW4GNtRW54AaABAg,OH SHOOT WHAT LETS GOOOOOO
Ugz1L9LKkAg3ODF6Yyh4AaABAg,Short and sweet and the rat drawings in the backgrounds are really cool.
UgzCUxl7HJwzbR3P1Zp4AaABAg,So creepy and cool wowow Bae you are so talented ❤️❤️❤️
Ugz2Qkxohuc5fyFnx4F4AaABAg,Godly cover. I feel every facet of this song was done amazingly.
UgyX7MxW7j5H9g-Oj4V4AaABAg,カッコいい！！！
UgyAQHb0ACY1iewqwah4AaABAg,Where's en cap
UgwfFHYr5NIUvME36WN4AaABAg,"This did not fall short on being scary. And I appreciate that. It was difficult to look at at some points. Good job Bae, and the artist and video editor. ❤"
UgxSAqdWXXmQ4lUnkUx4AaABAg,Didnt know bae was packing heat like this
UgyBZhBoLlfKgYpUtIt4AaABAg,"Loved your deep voice with the backing whispers! 
Literally can't help but to bop my head along  "
UgxTDjL2KIVlTlKjOMp4AaABAg,"That was so good bae, i really like how many different takes on music styles you did  over the year, thanks for spoiling us so much recently and i cant wait for what you got on store "
UgyDRnuz9WqrcqwIzcJ4AaABAg,Woah. I love this cover so much. such a Banger 🔥❤️🔥
UgwPVKVk6ZbokS345yV4AaABAg,"Man, that expression from the illustrations makes Bae look like she went full chaotic mode."
Ugzc-81OWHIACfHgoIt4AaABAg,♥️
UgzeB2p1p-kPjfHlY4R4AaABAg,日本語がめちゃくちゃ上手くて歌い方も恐ろしくて想像の1枚上だった...
UgzeB2p1p-kPjfHlY4R4AaABAg.9hW2hAhXxSy9hWcLfsFxlK,@The コラムネットch あなたのチャンネルも見ませて貰ってます(◝ ⌄ ◜)
UgzeB2p1p-kPjfHlY4R4AaABAg.9hW2hAhXxSy9hWGcrWtsjK,@muffin 切り抜きでもいた人だァ！！
UgzeB2p1p-kPjfHlY4R4AaABAg.9hW2hAhXxSy9hWEUn0Ckao,わかります...
UgzeB2p1p-kPjfHlY4R4AaABAg.9hW2hAhXxSy9hW6oafSG9f,Australian skills
UgwQucWHaUUM_oV8ryR4AaABAg,Bae proves her real chaos identity
UgzzeGL8dfrjSw7earR4AaABAg,Listening the song after watching 5 year old Bae's stream
UgwIJK3M73MDM_vxoaR4AaABAg,"hardest I've ever unironically did a stank face in awhile lmao, love this!"
Ugw0qHqlHaPh7vcZH3t4AaABAg,"Damn, strange bae kinda banging"
Ugyp0hrpDYMYpFpGgqV4AaABAg,ayo rat got bars
UgxxONj3MyRxek42YVd4AaABAg,live and die for chaos 
Ugz9OmTr1z1aSE26vAR4AaABAg,Fantastic. I'm hooked on this.
Ugx4vG_KZz9p_EfJOTR4AaABAg,2 minutes of CHAOTIC BANGER!
UgwnPI_bs_ZNkoRE3j54AaABAg,This song really catches bae's chaos really well and the rap part was really good! congrats bae on the cover and see you on fall guys collab
UgwzGep5F_pDSRURj1R4AaABAg,"It is as if my brain was electrically destroyed🧠

I like this darkness..."
UgyRowpAU4gmXnsVdBF4AaABAg,Way ta go !!! 
